transcript	gene	length	cds_start	cds_stop	orf_start	orf_stop	tx_count_for_gene
ENST00000392381	DLG1	2833	475	2451	356	542	28
ENST00000600150	U2SURP	725	350	725	111	207	17
ENST00000503300	MYL5	1780	1209	1403	1150	1252	9
ENST00000511290	MYL5	781	349	747	290	392	9
ENST00000506838	MYL5	2956	2525	2923	2466	2568	9
ENST00000505477	MYL5	584	158	556	99	201	9
ENST00000324803	CRIPAK	4438	2961	4301	997	1291	1
ENST00000508385	SH3BP2	876	313	876	65	305	29
ENST00000515886	DOK7	2263	None	None	289	505	7
ENST00000254742	TMEM128	1737	588	1013	583	703	2
ENST00000254742	TMEM128	1737	588	1013	386	500	2
ENST00000304374	DRD5	2330	351	1784	216	309	1
ENST00000382226	LCORL	5009	110	1918	84	264	8
ENST00000326877	LCORL	5604	126	1082	100	280	8
ENST00000635767	LCORL	10430	126	5741	100	280	8
ENST00000382120	SOD3	1526	206	928	40	295	3
ENST00000508513	RHOH	874	827	874	421	529	24
ENST00000615577	RHOH	2227	850	1425	444	552	24
ENST00000610353	RHOH	2268	891	1466	485	593	24
ENST00000502486	BEND4	8765	581	2185	412	1039	3
ENST00000504360	BEND4	8692	593	1906	412	1039	3
ENST00000356504	GABRA2	2770	674	2029	368	575	16
ENST00000263923	KDR	5831	297	4367	32	239	3
ENST00000645273	None	None	None	None	32	239	0
ENST00000509536	TECRL	484	48	484	20	134	6
ENST00000507440	TECRL	2876	118	1098	90	204	6
ENST00000381210	TECRL	3573	112	1203	84	198	6
ENST00000502942	UGT2B7	866	399	866	244	601	5
ENST00000306621	CXCL11	1606	211	495	126	348	2
ENST00000510197	FAM47E	1624	415	1302	324	462	9
ENST00000427191	PTPN13	8487	481	7881	286	451	9
ENST00000436978	PTPN13	8573	481	7953	286	451	9
ENST00000502971	PTPN13	1708	479	1162	284	449	9
ENST00000512312	BMPR1B	1679	171	1679	5	167	8
ENST00000616641	PITX2	3102	1590	2405	804	927	13
ENST00000613094	PITX2	3240	1590	2543	804	927	13
ENST00000354925	PITX2	3359	1707	2660	687	810	13
ENST00000394511	UGT8	2448	515	2140	57	168	3
ENST00000307128	MYOZ2	2597	214	1008	14	131	1
ENST00000394339	SPRY1	2504	341	1300	196	316	8
ENST00000281154	SLC25A31	1841	169	1116	74	302	1
ENST00000520121	PGRMC2	3785	968	1711	435	780	8
ENST00000613358	PGRMC2	3783	961	1704	428	773	8
ENST00000264360	PCDH10	8489	827	3949	342	537	3
ENST00000618019	PCDH10	4574	827	3517	342	537	3
ENST00000307017	USP38	7009	507	3635	356	635	3
ENST00000510377	USP38	4135	535	3549	384	663	3
ENST00000394092	SMAD1	1658	241	1638	7	160	16
ENST00000513335	TTC29	2226	201	1706	170	272	9
ENST00000296582	TMEM184C	4178	575	1891	323	452	4
ENST00000508208	TMEM184C	1528	572	1357	320	449	4
ENST00000304527	SH3D19	5273	1091	3463	231	333	13
ENST00000409598	SH3D19	5284	1169	3472	321	423	13
ENST00000260010	TLR2	4200	1409	3763	248	446	1
ENST00000592057	FAM198B	3425	404	1399	31	127	9
ENST00000393807	FAM198B	4544	408	1991	35	131	9
ENST00000585682	FAM198B	4900	408	1967	35	131	9
ENST00000587787	FAM198B	587	561	587	303	399	9
ENST00000296530	FAM198B	4985	623	2182	273	543	9
ENST00000379205	C4ORF46	3521	246	587	85	187	3
ENST00000512986	FNIP2	2173	155	2173	108	222	6
ENST00000502832	MFAP3L	550	360	550	213	345	11
ENST00000506823	GALNTL6	3922	658	2463	198	294	7
ENST00000511251	GALNTL6	2905	1907	2092	1447	1543	7
ENST00000503988	DCTD	1027	851	1027	106	232	17
ENST00000503820	DCTD	896	676	896	72	198	17
ENST00000503820	DCTD	896	676	896	529	634	17
ENST00000503988	DCTD	1027	851	1027	563	668	17
ENST00000308497	STOX2	10458	1436	4216	781	907	5
ENST00000393528	SORBS2	3043	739	2739	11	107	64
ENST00000449407	SORBS2	3049	794	2728	28	124	64
ENST00000507152	APELA	2602	329	493	68	182	5
ENST00000511193	ZDHHC11	514	361	514	206	365	11
ENST00000283441	ZDHHC11	2604	385	1623	80	353	11
ENST00000512608	ICE1	613	177	613	121	232	3
ENST00000280330	FAM173B	1928	608	817	149	254	7
ENST00000382254	CDH12	4164	1088	3472	299	413	8
ENST00000504376	CDH12	4160	712	3096	18	132	8
ENST00000438447	PDZD2	11704	389	8908	361	550	12
ENST00000336740	EGFLAM	3071	342	2669	196	295	11
ENST00000397202	EGFLAM	2398	708	1835	189	288	11
ENST00000302472	PTGER4	3848	1025	2491	472	568	5
ENST00000396954	MOCS2	1785	679	1245	31	160	10
ENST00000507109	SLC38A9	468	356	468	179	284	26
ENST00000513275	SLC38A9	508	429	508	252	357	26
ENST00000359040	IL31RA	2529	66	2111	13	166	8
ENST00000447346	IL31RA	2577	66	2360	13	166	8
ENST00000396836	IL31RA	2426	193	1941	140	293	8
ENST00000506598	HTR1A	553	429	553	119	218	2
ENST00000323865	HTR1A	1778	415	1683	105	204	2
ENST00000510693	CENPK	1040	280	900	227	371	17
ENST00000508421	CENPK	1586	212	931	159	303	17
ENST00000504492	MAP1B	2079	373	2079	3	135	6
ENST00000296805	GFM2	3249	459	2798	10	199	10
ENST00000502346	TMEM167A	4630	174	392	146	281	6
ENST00000640403	None	None	None	None	451	547	0
ENST00000231368	LNPEP	12752	693	3770	246	345	5
ENST00000508376	APC	10619	158	8689	3	93	10
ENST00000514154	TRIM36	1952	231	1952	124	343	10
ENST00000282369	TRIM36	4050	123	2309	14	149	10
ENST00000379617	TRIM36	1322	510	695	401	536	10
ENST00000379618	TRIM36	693	510	692	401	536	10
ENST00000515439	DTWD2	1275	29	637	1	232	4
ENST00000506980	DTWD2	1370	29	442	1	232	4
ENST00000510708	DTWD2	2307	35	931	7	238	4
ENST00000504771	TNFAIP8	8681	1778	2374	632	935	7
ENST00000503646	TNFAIP8	2502	689	1285	173	476	7
ENST00000505123	PRR16	1298	373	1077	186	330	5
ENST00000446965	PRR16	1152	181	936	45	189	5
ENST00000504926	ZNF608	4726	485	3742	381	489	10
ENST00000378679	SHROOM1	4019	806	3364	604	706	8
ENST00000617339	SHROOM1	3638	445	3003	243	345	8
ENST00000395003	JADE2	6465	180	2552	157	352	11
ENST00000425075	FAM13B	3098	670	3045	506	671	11
ENST00000507939	ETF1	713	355	713	6	114	9
ENST00000572514	ETF1	990	366	990	13	121	9
ENST00000360541	ETF1	3742	223	1536	97	205	9
ENST00000499810	ETF1	3874	450	1664	26	134	9
ENST00000512545	CD14	556	392	556	26	170	5
ENST00000302014	CD14	1886	631	1758	27	171	5
ENST00000401743	CD14	1648	393	1520	27	171	5
ENST00000409700	PCDHAC1	4077	525	2981	466	628	2
ENST00000622991	PCDHB6	2608	360	2336	208	328	2
ENST00000239444	PCDHB8	2740	246	2651	98	341	1
ENST00000609684	PCDHB16	5001	1162	3492	818	941	2
ENST00000512467	KCTD16	2313	671	1957	189	318	2
ENST00000512467	KCTD16	2313	671	1957	79	172	2
ENST00000333010	JAKMIP2	2992	311	2647	216	396	6
ENST00000616793	JAKMIP2	9272	542	3004	296	446	6
ENST00000265272	JAKMIP2	6001	469	2901	223	373	6
ENST00000523767	NDST1	3449	590	3067	72	231	9
ENST00000439768	MFAP3	1186	197	847	108	201	12
ENST00000424310	RNF145	3613	361	2352	103	199	12
ENST00000611185	RNF145	3624	376	2367	118	214	12
ENST00000023897	GABRA1	2083	469	1839	143	473	20
ENST00000265087	STC2	5353	1311	2219	279	489	5
ENST00000318682	EIF4E1B	1974	585	1313	147	405	8
ENST00000507881	PRR7	993	458	993	266	425	4
ENST00000323249	PRR7	1480	491	1315	299	458	4
ENST00000510492	PRR7	1285	314	1138	122	281	4
ENST00000502922	PRR7	1345	374	1198	182	341	4
ENST00000521285	ZNF879	690	568	690	199	343	4
ENST00000523583	MAPK9	657	347	657	209	308	13
ENST00000261951	CNOT6	6176	350	2023	264	459	7
ENST00000446023	MGAT1	3175	752	2089	34	145	25
ENST00000646262	None	None	None	None	296	488	0
ENST00000649845	None	None	None	None	71	164	0
ENST00000644178	None	None	None	None	69	162	0
ENST00000649845	None	None	None	None	330	429	0
ENST00000644178	None	None	None	None	328	427	0
ENST00000644178	None	None	None	None	4016	4109	0
ENST00000380441	NQO2	1021	340	921	219	351	9
ENST00000338130	NQO2	1515	713	1408	592	724	9
ENST00000379608	TFAP2A	2576	779	2074	94	331	19
ENST00000504387	NEDD9	3211	363	2867	278	401	16
ENST00000397378	NEDD9	470	375	470	290	413	16
ENST00000627968	HIVEP1	8924	6636	8387	4087	4201	9
ENST00000616673	KIAA0319	5315	803	2254	282	381	6
ENST00000616673	KIAA0319	5315	803	2254	720	834	6
ENST00000425234	BTN3A1	1882	356	1492	154	253	11
ENST00000414912	BTN3A1	2077	311	1696	109	208	11
ENST00000289361	BTN3A1	3434	369	1910	167	266	11
ENST00000377148	OR11A1	2482	345	1292	283	472	3
ENST00000377147	OR11A1	2229	92	1039	30	219	3
ENST00000377149	OR11A1	2611	474	1421	412	601	3
ENST00000641152	None	None	None	None	241	430	0
ENST00000377050	UBD	1087	225	722	82	283	1
ENST00000428701	HLA-G	1578	179	1195	61	472	7
ENST00000376560	PRR3	2254	460	1026	302	668	6
ENST00000396384	TUBB	2823	676	1794	536	665	4
ENST00000330914	TUBB	2632	485	1603	345	474	4
ENST00000502955	DDR1	574	410	574	206	350	59
ENST00000324771	DDR1	4148	549	3290	116	260	59
ENST00000460944	DDR1	1248	389	1248	185	329	59
ENST00000504651	DDR1	571	353	571	303	420	59
ENST00000376570	DDR1	3820	334	2964	284	401	59
ENST00000508317	DDR1	538	159	538	109	226	59
ENST00000452441	DDR1	3857	260	3001	210	327	59
ENST00000507046	DDR1	573	364	573	314	431	59
ENST00000513043	DDR1	604	451	604	401	518	59
ENST00000512336	DDR1	572	237	572	187	304	59
ENST00000454612	DDR1	3942	452	3082	402	519	59
ENST00000412274	DDR1	496	322	496	272	389	59
ENST00000428153	DDR1	1257	457	1257	407	524	59
ENST00000324771	DDR1	4148	549	3290	499	616	59
ENST00000437124	DDR1	587	128	587	78	195	59
ENST00000625423	VARS2	3362	345	3116	175	538	13
ENST00000616296	MICA	2260	1222	1929	559	661	3
ENST00000616296	MICA	2260	1222	1929	989	1199	3
ENST00000451343	TNXB	3125	910	2931	746	836	9
ENST00000374177	GRM4	3590	233	2623	62	158	14
ENST00000374181	GRM4	7275	502	3099	128	407	14
ENST00000538487	GRM4	4153	445	3183	71	350	14
ENST00000609278	GRM4	2978	457	1002	83	362	14
ENST00000454960	BRPF3	582	196	582	165	333	12
ENST00000328403	BTBD9	1968	239	1195	231	342	8
ENST00000497373	BTBD9	861	517	861	509	620	8
ENST00000314100	BTBD9	8486	318	1952	310	421	8
ENST00000497373	BTBD9	861	517	861	70	160	8
ENST00000373195	MOCS1	2852	215	1816	10	124	9
ENST00000373188	MOCS1	3358	135	1292	64	178	9
ENST00000483722	TREML2	3302	187	1152	179	275	1
ENST00000053469	GUCA1A	1874	616	1221	121	220	5
ENST00000394237	GUCA1A	2233	977	1582	111	210	5
ENST00000541991	GUCA1A	1921	658	1275	151	250	5
ENST00000053469	GUCA1A	1874	616	1221	286	472	5
ENST00000541991	GUCA1A	1921	658	1275	316	502	5
ENST00000418175	GUCA1A	801	538	801	208	394	5
ENST00000372922	TRERF1	7286	564	4166	238	457	5
ENST00000372917	TRERF1	3914	825	3695	263	482	5
ENST00000354325	TRERF1	4138	589	3942	263	482	5
ENST00000340840	TRERF1	4174	589	3978	263	482	5
ENST00000541110	TRERF1	7646	570	4232	244	463	5
ENST00000394168	GLTSCR1L	6515	164	3403	111	222	3
ENST00000372445	TJAP1	2751	377	2050	3	381	15
ENST00000230480	VEGFA	993	129	620	41	245	29
ENST00000393655	TFAP2B	5773	170	1552	64	187	3
ENST00000344788	TFAP2B	797	203	797	64	187	3
ENST00000459845	FBXO9	452	307	452	251	350	13
ENST00000498744	FBXO9	728	293	728	237	336	13
ENST00000370939	FBXO9	1580	311	1522	255	354	13
ENST00000473337	FBXO9	569	214	569	158	257	13
ENST00000370687	PRIM2	909	126	602	13	121	7
ENST00000370651	PTP4A1	5088	1154	1675	543	678	6
ENST00000471279	EYS	1253	534	992	317	419	11
ENST00000418814	FAM135A	6415	615	5162	304	502	16
ENST00000361499	FAM135A	5042	345	4304	34	232	16
ENST00000370384	KHDC1	1430	502	1215	191	314	7
ENST00000615798	COL12A1	11579	3734	9358	1899	2049	11
ENST00000302103	FUT9	12783	327	1406	22	139	2
ENST00000229955	GPR63	5952	347	1606	111	294	1
ENST00000620278	KLHL32	2642	700	1170	244	340	7
ENST00000327681	USP45	6255	534	2978	358	505	13
ENST00000472914	USP45	1617	534	1403	358	505	13
ENST00000523961	CCNC	1152	120	269	59	173	19
ENST00000520371	CCNC	2186	187	1035	126	240	19
ENST00000520429	CCNC	2473	447	1298	386	500	19
ENST00000326298	CCNC	2212	105	713	44	158	19
ENST00000518714	CCNC	1426	136	984	75	189	19
ENST00000369220	CCNC	2118	102	950	41	155	19
ENST00000484049	CCNC	1412	126	470	65	179	19
ENST00000482541	CCNC	1704	102	533	41	155	19
ENST00000627680	CCNC	896	288	896	227	341	19
ENST00000369096	PRDM1	5164	235	2712	215	308	7
ENST00000343245	ATG5	3092	201	1028	16	142	9
ENST00000619133	CD24	2513	441	683	268	415	8
ENST00000429433	BEND3	6654	651	3137	1	202	2
ENST00000317357	SOBP	5245	660	3281	290	464	4
ENST00000230085	SNX3	1755	340	828	36	360	4
ENST00000349379	SNX3	890	324	746	20	344	4
ENST00000368979	SNX3	1537	326	667	22	346	4
ENST00000540898	FOXO3	2553	233	1594	177	648	3
ENST00000413605	CDK19	6007	254	1450	81	228	8
ENST00000462856	FYN	989	293	989	109	313	29
ENST00000487832	RWDD1	1427	497	940	220	328	6
ENST00000368590	RWDD1	857	705	857	428	536	6
ENST00000326274	VGLL2	2212	191	1144	87	195	2
ENST00000352536	VGLL2	1709	207	638	103	211	2
ENST00000275162	CLVS2	11485	1336	2319	907	997	2
ENST00000529410	L3MBTL3	4518	480	2822	306	426	10
ENST00000361794	L3MBTL3	4217	177	2519	3	123	10
ENST00000526087	L3MBTL3	665	177	665	3	123	10
ENST00000368134	SAMD3	2377	610	2172	398	557	15
ENST00000545622	TMEM200A	2918	280	1755	117	555	4
ENST00000392429	TMEM200A	5017	2379	3854	1282	1411	4
ENST00000367604	HIVEP2	9621	641	7981	267	480	4
ENST00000649211	None	None	None	None	944	1112	0
ENST00000625622	PLAGL1	3216	1147	2538	1092	1260	22
ENST00000416623	PLAGL1	3237	724	2115	669	837	22
ENST00000649307	None	None	None	None	659	827	0
ENST00000444202	PLAGL1	3197	684	2075	629	797	22
ENST00000629195	PLAGL1	723	532	723	477	645	22
ENST00000647988	None	None	None	None	1810	1978	0
ENST00000360537	PLAGL1	4430	1915	3306	1860	2028	22
ENST00000354765	PLAGL1	3663	1150	2541	1095	1263	22
ENST00000367571	PLAGL1	2800	1269	2660	1214	1382	22
ENST00000650125	None	None	None	None	838	1006	0
ENST00000275233	SHPRH	6649	400	5451	190	364	11
ENST00000438092	SHPRH	6994	400	5379	190	364	11
ENST00000629427	SHPRH	7338	400	5463	190	364	11
ENST00000637729	SASH1	875	393	875	103	250	11
ENST00000522236	OPRM1	2459	1309	2211	928	1153	23
ENST00000522555	OPRM1	2440	1290	2192	928	1153	23
ENST00000422970	IPCEF1	3267	197	1513	30	201	13
ENST00000275246	TIAM2	2491	512	2392	444	633	21
ENST00000614800	SNX9	553	364	553	117	234	3
ENST00000341935	CCR6	4018	553	1677	75	192	3
ENST00000607983	DACT2	1620	311	1411	162	549	4
ENST00000535039	SMOC2	1875	1036	1446	529	670	6
ENST00000433778	SAPCD1	607	257	607	24	114	4
ENST00000395330	PSMB9	792	149	739	41	137	5
ENST00000297469	GPER1	2778	692	1819	315	576	7
ENST00000403150	MAFK	2773	1016	1486	809	944	3
ENST00000447791	GNA12	559	329	559	88	259	8
ENST00000407904	GNA12	3918	330	1298	89	260	8
ENST00000396946	CARD11	4366	405	3869	53	395	4
ENST00000306177	USP42	5155	159	4109	53	173	7
ENST00000396707	ZDHHC4	1461	359	1393	2	284	12
ENST00000446305	ICA1	539	328	539	92	203	18
ENST00000406470	ICA1	2440	253	1704	17	128	18
ENST00000407906	ICA1	1615	253	1305	17	128	18
ENST00000396664	ARL4A	1144	223	825	108	354	6
ENST00000222573	ITGB8	8751	685	2994	313	499	5
ENST00000258743	IL6	1182	117	755	41	278	9
ENST00000426291	IL6	574	117	574	41	278	9
ENST00000404625	IL6	1527	460	1098	384	621	9
ENST00000539664	TRIL	4935	247	2682	179	392	1
ENST00000319694	PRR15	1678	713	1102	143	446	2
ENST00000350941	BBS9	3899	514	3057	198	357	16
ENST00000396127	BBS9	3914	514	3072	198	357	16
ENST00000433714	BBS9	3705	492	1874	176	335	16
ENST00000242067	BBS9	4027	522	3185	206	365	16
ENST00000355070	BBS9	4004	514	3162	198	357	16
ENST00000436072	SFRP4	2966	379	1419	87	774	3
ENST00000297323	ADCY1	12503	23	3382	12	210	4
ENST00000340652	VWC2	11299	557	1534	452	554	1
ENST00000340652	VWC2	11299	557	1534	498	624	1
ENST00000395556	FIGNL1	3485	331	2355	104	365	14
ENST00000335503	CCT6A	2529	165	1625	28	178	9
ENST00000282869	ZNF117	9080	1286	2737	271	385	4
ENST00000304895	GUSB	2300	132	2087	14	290	14
ENST00000644939	None	None	None	None	653	743	0
ENST00000406775	AUTS2	5950	736	4443	30	120	18
ENST00000424818	POMZP3	1587	706	1170	353	587	5
ENST00000275569	POMZP3	1259	685	1032	332	566	5
ENST00000310842	POMZP3	1490	686	1249	333	567	5
ENST00000257626	GSAP	3251	80	2644	31	211	13
ENST00000265362	SEMA3A	8225	316	2631	197	329	7
ENST00000361669	GRM3	4268	1100	3739	687	864	5
ENST00000454217	GRM3	770	256	770	67	244	5
ENST00000425705	DMTF1	980	407	980	258	399	38
ENST00000412139	DMTF1	4460	823	1641	596	737	38
ENST00000579592	DMTF1	579	532	579	325	445	38
ENST00000414630	DMTF1	627	481	627	274	394	38
ENST00000446796	DMTF1	610	356	610	149	269	38
ENST00000423590	DMTF1	545	426	545	219	339	38
ENST00000582925	DMTF1	770	667	770	460	580	38
ENST00000413688	KRIT1	551	344	551	313	436	24
ENST00000394503	KRIT1	2827	398	2464	367	490	24
ENST00000458493	KRIT1	507	311	507	280	403	24
ENST00000645535	None	None	None	None	232	343	0
ENST00000644681	None	None	None	None	318	429	0
ENST00000325885	ASB4	3825	72	1352	5	101	3
ENST00000428113	ASB4	1547	72	1121	5	101	3
ENST00000297293	LMTK2	8946	294	4805	98	200	2
ENST00000426306	ZNF394	2017	172	660	99	210	7
ENST00000337673	ZNF394	2179	205	1890	132	243	7
ENST00000343023	MCM7	1968	647	1816	180	450	13
ENST00000303887	MCM7	2957	647	2806	180	450	13
ENST00000621318	MCM7	3084	1250	2881	180	450	13
ENST00000344095	TAF6	2727	527	2560	361	535	19
ENST00000421980	TAF6	2685	540	884	374	548	19
ENST00000360951	ZCWPW1	2110	234	1808	4	97	8
ENST00000398027	ZCWPW1	2356	249	2195	19	112	8
ENST00000472716	ZCWPW1	617	503	617	132	225	8
ENST00000300179	NYAP1	3581	160	2685	48	237	4
ENST00000304402	GPR22	2942	1344	2645	1018	1141	3
ENST00000393495	FOXP2	772	260	772	21	120	26
ENST00000403559	FOXP2	6415	375	2573	136	235	26
ENST00000462331	FOXP2	1388	375	578	136	235	26
ENST00000350908	FOXP2	2638	317	2464	78	177	26
ENST00000393491	FOXP2	6085	651	2243	136	235	26
ENST00000393498	FOXP2	2617	314	2398	75	174	26
ENST00000408937	FOXP2	6443	375	2597	136	235	26
ENST00000331113	KCND2	5331	966	2858	66	210	3
ENST00000222462	WNT16	3147	291	1388	169	448	2
ENST00000478821	FSCN3	725	284	725	117	213	5
ENST00000479257	CALU	2572	832	1803	190	304	6
ENST00000542996	CALU	4225	944	1915	302	416	6
ENST00000471077	TMEM209	585	417	585	8	137	7
ENST00000393187	MEST	2380	160	1140	28	139	18
ENST00000421001	MEST	794	156	794	24	135	18
ENST00000393132	BPGM	2051	490	1269	198	291	4
ENST00000473783	SSBP1	470	386	470	180	273	15
ENST00000481508	SSBP1	989	436	882	176	269	15
ENST00000310447	CASP2	4225	242	1600	166	304	7
ENST00000619992	CASP2	4006	242	568	166	304	7
ENST00000610704	ZNF282	3722	106	2121	15	336	4
ENST00000319551	KRBA1	4020	400	3492	130	280	9
ENST00000297494	NOS3	4388	358	3969	113	203	10
ENST00000461406	NOS3	3644	346	3339	4	94	10
ENST00000461735	SLC4A2	4387	548	4231	153	390	19
ENST00000463381	AGAP3	2730	497	2239	351	588	26
ENST00000628331	WDR86	1905	834	1667	665	797	8
ENST00000621812	WDR86	1542	335	1081	166	298	8
ENST00000477459	WDR86	1428	357	1190	188	320	8
ENST00000558084	KMT2C	16862	220	2702	101	215	13
ENST00000262189	KMT2C	16862	220	14955	101	215	13
ENST00000355193	KMT2C	16858	220	14955	101	215	13
ENST00000348165	UBE3C	5229	361	3612	130	352	9
ENST00000457519	PILRB	2074	1692	2074	321	723	14
ENST00000422808	PILRB	1599	1217	1599	257	659	14
ENST00000438028	PILRB	1822	1683	1822	257	659	14
ENST00000452089	PILRB	2099	1060	1743	427	829	14
ENST00000448382	PILRB	2314	1118	1933	58	496	14
ENST00000452089	PILRB	2099	1060	1743	170	608	14
ENST00000457519	PILRB	2074	1692	2074	64	502	14
ENST00000438028	PILRB	1822	1683	1822	713	902	14
ENST00000457519	PILRB	2074	1692	2074	777	966	14
ENST00000352684	FBXO25	2360	418	1293	94	235	10
ENST00000350302	FBXO25	2229	267	1343	94	235	10
ENST00000524258	CLN8	835	429	835	84	198	15
ENST00000344683	MCPH1	8039	77	2584	3	96	7
ENST00000532656	CTSB	573	362	573	236	347	33
ENST00000527243	CTSB	580	150	580	24	135	33
ENST00000447063	KIAA1456	983	330	920	85	175	9
ENST00000524591	KIAA1456	9587	490	1854	245	335	9
ENST00000515859	TUSC3	1627	205	1035	27	237	13
ENST00000506802	TUSC3	1546	199	1143	21	231	13
ENST00000382020	TUSC3	3683	209	1252	31	241	13
ENST00000637636	ASAH1	2218	256	1437	140	284	69
ENST00000262097	ASAH1	2618	313	1500	197	341	69
ENST00000637790	ASAH1	3042	313	1500	197	341	69
ENST00000265800	DMTN	2554	273	1490	70	208	23
ENST00000517305	DMTN	2551	273	1490	70	208	23
ENST00000381418	HR	6336	1482	5051	1161	1266	9
ENST00000312841	HR	5351	666	4070	345	450	9
ENST00000306433	POLR3D	1931	86	1282	4	334	5
ENST00000610854	NEFL	4082	596	2227	279	600	3
ENST00000276414	GNRH1	1760	1325	1603	686	845	2
ENST00000220562	EXTL3	6483	903	3662	551	746	14
ENST00000256261	DUSP26	1835	519	1154	113	320	3
ENST00000311351	LSM1	1147	397	798	111	441	5
ENST00000520755	LSM1	975	355	489	69	399	5
ENST00000317827	TACC1	7802	380	2797	6	132	29
ENST00000502986	IDO2	2294	243	1505	8	155	4
ENST00000520223	GPAT4	1101	1015	1101	736	874	11
ENST00000396987	GPAT4	6298	928	2298	649	787	11
ENST00000331373	POMK	1865	256	1308	222	552	3
ENST00000647073	None	None	None	None	14	134	0
ENST00000643999	None	None	None	None	43	163	0
ENST00000642720	None	None	None	None	305	425	0
ENST00000642286	None	None	None	None	53	173	0
ENST00000642525	None	None	None	None	745	865	0
ENST00000522124	SNTG1	3504	662	2215	39	159	9
ENST00000644093	None	None	None	None	78	198	0
ENST00000642164	None	None	None	None	108	228	0
ENST00000518592	CLVS1	2880	550	777	545	638	11
ENST00000520712	CLVS1	661	484	661	479	572	11
ENST00000262146	MTFR1	2640	127	1128	62	152	15
ENST00000523222	MTFR1	576	132	302	67	157	15
ENST00000458689	MTFR1	2500	81	983	16	106	15
ENST00000422365	MCMDC2	5096	172	2217	14	185	7
ENST00000396592	MCMDC2	2373	172	1944	14	185	7
ENST00000357849	COPS5	1480	322	1326	155	275	13
ENST00000525061	SULF1	806	718	806	149	386	23
ENST00000260128	SULF1	5710	718	3333	149	386	23
ENST00000458141	SULF1	5551	556	3171	149	335	23
ENST00000396465	RPL7	1308	680	1306	487	616	8
ENST00000521895	ZFAND1	885	261	641	226	376	25
ENST00000517450	ZFAND1	550	392	550	357	507	25
ENST00000520076	ZFAND1	570	445	570	410	560	25
ENST00000518419	ZFAND1	567	439	567	404	554	25
ENST00000523431	ZFAND1	784	291	467	256	406	25
ENST00000521287	ZFAND1	772	274	759	239	389	25
ENST00000521742	ZFAND1	614	456	614	421	571	25
ENST00000522520	ZFAND1	1705	290	775	255	405	25
ENST00000523361	ZFAND1	540	356	540	321	471	25
ENST00000520604	ZFAND1	664	374	664	339	489	25
ENST00000520635	ZFAND1	882	527	882	492	642	25
ENST00000517588	ZFAND1	633	264	626	229	379	25
ENST00000285419	TMEM55A	2970	316	1089	96	327	6
ENST00000615618	OTUD6B	3434	633	1211	293	401	6
ENST00000619747	LAPTM4B	2758	681	1634	629	1100	4
ENST00000445593	LAPTM4B	3173	681	1634	629	1100	4
ENST00000519597	ANKRD46	2779	310	996	189	333	11
ENST00000528569	SYBU	558	319	558	245	383	38
ENST00000533065	SYBU	2645	311	1945	237	375	38
ENST00000530841	SYBU	545	440	545	366	504	38
ENST00000531230	SYBU	516	414	516	340	478	38
ENST00000528331	SYBU	2636	278	1912	204	342	38
